Date,FluApos,FluBpos,FluPos,FluTest,RSVtest,RSVpos,adenot,adeno,parat,para,Rhinot,Rhino,hMPVt,hMPV,Coronat,Corona,,,,,,,,,,,,,,,
4-Aug-13,4,0,4,1052,994,3,892,17,875,40,437,105,730,3,494,0,,,,,,,,,,,,,,,
11-Aug-13,5,1,6,1087,1136,8,1080,20,1061,45,544,102,903,4,641,0,,,,,,,,,,,,,,,
18-Aug-13,1,1,2,1036,1049,5,949,21,942,37,492,102,775,0,551,3,,,,,,,,,,,,,,,
25-Aug-13,6,1,7,1146,1138,6,1086,7,1075,41,581,113,915,8,587,1,,,,,,,,,,,,,,,
1-Sep-13,2,1,3,1044,1084,9,957,15,950,28,489,122,784,2,552,0,,,,,,,,,,,,,,,
8-Sep-13,2,2,4,1249,1279,18,1155,20,1138,23,581,164,945,2,674,0,,,,,,,,,,,,,,,
15-Sep-13,3,0,3,1495,1507,6,1422,17,1398,40,738,231,1179,2,831,2,,,,,,,,,,,,,,,
22-Sep-13,3,0,3,1714,1723,13,1544,15,1526,51,826,263,1323,2,833,6,,,,,,,,,,,,,,,
29-Sep-13,4,2,6,1847,1834,8,1657,20,1645,68,890,299,1445,7,961,4,,,,,,,,,,,,,,,
6-Oct-13,5,2,7,1934,1914,18,1743,28,1704,70,946,297,1524,5,1035,3,,,,,,,,,,,,,,,
13-Oct-13,3,0,3,1803,1780,16,1598,28,1584,83,846,260,1378,1,863,6,,,,,,,,,,,,,,,
20-Oct-13,13,8,21,2049,2011,22,1780,44,1764,88,973,229,1544,5,989,2,,,,,,,,,,,,,,,
27-Oct-13,25,4,29,2534,2467,34,2116,46,2109,124,1068,226,1907,16,1141,6,,,,,,,,,,,,,,,
3-Nov-13,36,6,42,2619,2449,30,2121,50,2109,100,1161,231,1847,8,1274,1,,,,,,,,,,,,,,,
10-Nov-13,53,11,64,2562,2402,58,2143,43,2136,134,1273,212,1858,13,1233,17,,,,,,,,,,,,,,,
17-Nov-13,54,11,65,2889,2559,67,2240,61,2218,143,1153,164,1909,21,1138,8,,,,,,,,,,,,,,,
24-Nov-13,101,12,113,3090,2683,108,2264,65,2253,102,1081,141,1970,27,1109,10,,,,,,,,,,,,,,,
1-Dec-13,197,14,211,3369,2934,174,2366,41,2351,139,1682,158,2084,34,1211,11,,,,,,,,,,,,,,,
8-Dec-13,364,26,390,3816,3390,258,2749,47,2733,158,1378,136,2467,45,1436,22,,,,,,,,,,,,,,,
15-Dec-13,679,33,712,4345,3624,306,2874,42,2853,116,1539,122,2575,42,1513,35,,,,,,,,,,,,,,,
22-Dec-13,1163,38,1201,5083,4272,363,3482,104,3471,108,1906,137,3215,70,1973,47,,,,,,,,,,,,,,,
29-Dec-13,2061,117,2178,8307,6504,649,5040,54,5037,162,3214,154,4705,91,3125,100,,,,,,,,,,,,,,,
5-Jan-14,2853,186,3039,11660,8512,685,6223,55,6210,167,3679,126,5596,131,3357,123,,,,,,,,,,,,,,,
12-Jan-14,2966,143,3109,11441,8643,590,6371,49,6359,186,3921,161,5834,183,3557,195,,,,,,,,,,,,,,,
19-Jan-14,2401,168,2569,10933,7721,665,5275,60,5250,121,3135,136,4824,197,2858,169,,,,,,,,,,,,,,,
26-Jan-14,1957,208,2165,10019,7037,714,4896,70,4880,93,2635,132,4408,215,2393,201,,,,,,,,,,,,,,,
2-Feb-14,1534,230,1764,9091,6762,754,4817,76,4802,93,2205,143,4372,230,2444,150,,,,,,,,,,,,,,,
9-Feb-14,1067,244,1311,7786,5769,692,4222,68,4209,84,2203,130,3695,255,2262,138,,,,,,,,,,,,,,,
16-Feb-14,704,291,995,7104,5259,692,3780,45,3770,43,1946,160,3311,251,2175,135,,,,,,,,,,,,,,,
23-Feb-14,527,315,842,6518,4863,644,3580,68,3564,69,1815,149,3242,253,1708,130,,,,,,,,,,,,,,,
2-Mar-14,376,367,743,6024,4722,639,3497,60,3490,47,1757,127,3192,256,1879,157,,,,,,,,,,,,,,,
9-Mar-14,265,492,757,5650,4416,592,3155,60,3138,58,1631,136,2870,269,1727,107,,,,,,,,,,,,,,,
16-Mar-14,159,467,626,5144,4166,571,3093,72,3069,37,1563,135,2803,291,1736,95,,,,,,,,,,,,,,,
23-Mar-14,144,552,696,5000,4031,441,2951,64,2943,50,1508,146,2667,242,1665,62,,,,,,,,,,,,,,,
30-Mar-14,115,523,638,5462,4064,413,3023,63,3009,64,1548,167,2713,214,1731,79,,,,,,,,,,,,,,,
6-Apr-14,92,646,738,4830,4042,383,3088,57,3078,58,1619,175,2827,192,1749,98,,,,,,,,,,,,,,,
13-Apr-14,58,560,618,3974,3474,278,2756,70,2751,58,1357,193,2561,162,1481,64,,,,,,,,,,,,,,,
20-Apr-14,73,507,580,4328,3654,254,2916,54,2911,97,1520,226,2638,131,1645,55,,,,,,,,,,,,,,,
27-Apr-14,33,407,440,3899,3238,222,2733,76,2717,95,1437,202,2465,99,1597,50,,,,,,,,,,,,,,,
4-May-14,32,364,396,3658,3196,165,2585,61,2570,110,1397,215,2342,77,1528,32,,,,,,,,,,,,,,,
11-May-14,53,257,310,3300,2981,131,2523,51,2509,120,1376,258,2269,74,1527,34,,,,,,,,,,,,,,,
18-May-14,38,165,203,2615,2363,104,2027,49,2020,118,1084,229,1790,38,1235,23,,,,,,,,,,,,,,,
25-May-14,36,105,141,2507,2464,73,2100,52,2078,141,1041,229,1859,31,1196,12,,,,,,,,,,,,,,,
1-Jun-14,16,44,60,2038,2028,46,1765,42,1753,112,953,185,1619,23,1120,9,,,,,,,,,,,,,,,
8-Jun-14,18,36,54,2003,1938,41,1668,60,1663,117,914,168,1430,16,1053,10,,,,,,,,,,,,,,,
15-Jun-14,9,27,36,1842,1815,36,1567,49,1572,137,836,178,1331,11,979,9,,,,,,,,,,,,,,,
22-Jun-14,15,15,30,1767,1741,17,1543,34,1537,131,852,186,1366,8,983,7,,,,,,,,,,,,,,,
29-Jun-14,10,11,21,1569,1530,17,1305,39,1287,89,675,139,1093,1,842,4,,,,,,,,,,,,,,,
6-Jul-14,10,4,14,1861,1533,17,1335,38,1348,104,670,156,1186,5,828,2,,,,,,,,,,,,,,,
13-Jul-14,12,6,18,1504,1474,11,1305,33,1274,65,638,120,1090,2,815,10,,,,,,,,,,,,,,,
20-Jul-14,6,1,7,1239,1209,13,1030,21,1044,60,613,105,861,2,623,4,,,,,,,,,,,,,,,
27-Jul-14,5,3,8,1457,1467,5,1331,32,1322,74,641,111,1134,4,883,4,,,,,,,,,,,,,,,
3-Aug-14,2,2,4,1213,1097,3,906,25,930,51,546,89,742,2,561,1,,,,,,,,,,,,,,,
10-Aug-14,8,0,8,1273,1267,5,1104,28,1088,59,633,115,940,1,790,2,,,,,,,,,,,,,,,
17-Aug-14,8,3,11,1261,1280,8,1202,19,1191,39,639,164,1018,1,817,0,,,,,,,,,,,,,,,
24-Aug-14,2,3,5,1311,1327,5,1169,16,1160,23,595,154,1026,1,1140,2,,,,,,,,,,,,,,,
31-Aug-14,3,1,4,1323,1334,3,1164,20,1155,27,621,157,971,1,815,2,,,,,,,,,,,,,,,
7-Sep-14,13,2,15,2020,1919,9,1600,34,1590,37,800,261,1410,0,1036,0,,,,,,,,,,,,,,,
14-Sep-14,14,5,19,2458,2451,9,2136,33,2120,44,1196,443,1813,1,1360,3,,,,,,,,,,,,,,,
21-Sep-14,23,3,26,2961,2724,20,2388,35,2377,51,1297,492,2098,1,1460,1,,,,,,,,,,,,,,,
28-Sep-14,29,2,31,2868,2791,12,2434,49,2418,46,1331,443,2215,1,1581,10,,,,,,,,,,,,,,,
5-Oct-14,31,8,39,2963,2902,42,2511,44,2504,65,1440,388,2260,1,1523,0,,,,,,,,,,,,,,,
12-Oct-14,40,12,52,2648,2475,29,2234,50,2223,61,1455,357,1976,3,1516,3,,,,,,,,,,,,,,,
19-Oct-14,45,6,51,3354,3219,67,2773,67,2759,92,1506,388,2402,3,1509,6,,,,,,,,,,,,,,,
26-Oct-14,50,10,60,2994,2870,85,2437,60,2425,83,1310,296,2190,5,1416,3,,,,,,,,,,,,,,,
2-Nov-14,90,9,99,3117,2908,109,2502,67,2431,78,1260,276,2266,1,1471,8,,,,,,,,,,,,,,,
9-Nov-14,137,7,144,3176,2810,178,2383,69,2366,80,1288,254,2193,4,1477,13,,,,,,,,,,,,,,,
16-Nov-14,297,9,306,3587,3167,193,2412,58,2394,106,1460,229,2226,2,1418,7,,,,,,,,,,,,,,,
23-Nov-14,623,24,647,4465,3910,311,2810,81,2782,93,1559,206,2577,8,1765,20,,,,,,,,,,,,,,,
30-Nov-14,987,35,1022,5319,4295,369,2900,76,2875,101,1828,196,2666,13,1781,15,,,,,,,,,,,,,,,
7-Dec-14,1700,39,1739,6435,4854,468,2821,42,2807,118,1957,165,2613,12,2392,42,,,,,,,,,,,,,,,
14-Dec-14,2842,56,2898,9963,7104,668,4561,62,4551,143,2520,222,4284,16,2941,55,,,,,,,,,,,,,,,
21-Dec-14,3101,52,3153,9129,5731,547,2739,33,2732,94,1299,106,2414,10,1220,34,,,,,,,,,,,,,,,
28-Dec-14,4331,102,4433,14004,8457,848,5424,46,5419,145,3118,136,5028,14,2995,92,,,,,,,,,,,,,,,
4-Jan-15,4050,136,4186,16104,11454,1144,7207,65,7187,195,3966,171,6890,29,3875,110,,,,,,,,,,,,,,,
11-Jan-15,3748,163,3911,13290,9525,959,5951,73,5939,175,3286,172,5343,25,3502,146,,,,,,,,,,,,,,,
18-Jan-15,2912,122,3034,10782,8089,1011,5012,63,4970,155,3102,165,4203,23,2492,143,,,,,,,,,,,,,,,
25-Jan-15,2317,161,2478,10038,7741,1082,5085,69,5051,124,2789,171,4512,26,2616,201,,,,,,,,,,,,,,,
1-Feb-15,1706,178,1884,8938,7028,1110,4727,80,4708,105,2548,161,4442,29,2628,193,,,,,,,,,,,,,,,
8-Feb-15,1359,291,1650,8159,6234,924,4355,70,4344,105,2350,168,3789,55,2441,181,,,,,,,,,,,,,,,
15-Feb-15,959,400,1359,7640,5677,873,3707,74,3676,110,2183,154,3363,40,2100,174,,,,,,,,,,,,,,,
22-Feb-15,829,432,1261,7507,5928,926,4070,78,4049,133,2164,176,3735,70,2272,171,,,,,,,,,,,,,,,
1-Mar-15,596,528,1124,7005,5396,808,3687,82,3667,143,2123,170,3356,76,2168,172,,,,,,,,,,,,,,,
8-Mar-15,434,632,1066,6435,5086,616,3512,61,3489,144,1901,145,3217,81,2157,136,,,,,,,,,,,,,,,
15-Mar-15,329,689,1018,5976,4811,515,3287,66,3273,134,1798,244,3014,110,1919,133,,,,,,,,,,,,,,,
22-Mar-15,283,761,1044,6063,4733,441,3142,43,3121,144,1860,217,2827,118,1797,93,,,,,,,,,,,,,,,
29-Mar-15,153,626,779,4773,3710,300,2468,37,2485,120,1523,207,2310,143,1379,56,,,,,,,,,,,,,,,
5-Apr-15,111,622,733,5090,4047,313,2715,66,2690,148,1523,215,2478,149,1631,63,,,,,,,,,,,,,,,
12-Apr-15,112,628,740,5261,4143,275,2825,67,2793,163,1734,222,2591,169,1664,65,,,,,,,,,,,,,,,
19-Apr-15,57,502,559,4440,3621,175,2740,63,2714,194,1589,235,2506,143,1596,52,,,,,,,,,,,,,,,
26-Apr-15,37,382,419,4143,3564,155,2563,61,2539,161,1403,176,2327,139,1481,43,,,,,,,,,,,,,,,
3-May-15,33,284,317,3680,3189,102,2339,57,2314,143,1364,246,2078,155,1367,22,,,,,,,,,,,,,,,
10-May-15,17,219,236,3046,2668,55,2024,52,2003,127,1247,216,1853,127,1175,22,,,,,,,,,,,,,,,
17-May-15,3,140,143,2577,2273,29,1759,36,1736,111,1048,223,1617,110,1131,19,,,,,,,,,,,,,,,
24-May-15,7,85,92,2424,2217,23,1753,55,1759,109,1000,195,1631,82,1090,13,,,,,,,,,,,,,,,
31-May-15,11,53,64,1969,2033,23,1583,43,1570,99,865,157,1345,56,944,8,,,,,,,,,,,,,,,
7-Jun-15,13,43,56,2034,1987,10,1685,64,1690,98,946,210,1551,54,1101,17,,,,,,,,,,,,,,,
14-Jun-15,10,20,30,1731,1663,7,1395,46,1394,70,799,166,1243,52,910,6,,,,,,,,,,,,,,,
21-Jun-15,26,16,42,1573,1534,4,1260,44,1262,65,732,171,1146,49,823,5,,,,,,,,,,,,,,,
28-Jun-15,11,5,16,1554,1476,5,1245,50,1240,56,695,169,1124,25,802,4,,,,,,,,,,,,,,,
5-Jul-15,5,1,6,1451,1410,6,1174,35,1178,40,643,145,1052,24,713,4,,,,,,,,,,,,,,,
12-Jul-15,11,2,13,1436,1405,2,1165,29,1166,46,673,153,1073,17,742,3,,,,,,,,,,,,,,,
19-Jul-15,8,2,10,1463,1427,2,1212,36,1209,36,725,137,1086,16,839,3,,,,,,,,,,,,,,,
26-Jul-15,13,0,13,1386,1294,4,1091,28,1086,32,638,121,961,12,727,2,,,,,,,,,,,,,,,
2-Aug-15,10,4,14,1269,1237,3,1031,27,1027,24,586,118,903,10,674,1,,,,,,,,,,,,,,,
9-Aug-15,4,1,5,1251,1204,3,1050,31,1043,25,593,137,910,10,714,5,,,,,,,,,,,,,,,
16-Aug-15,11,2,13,1364,1356,6,1167,32,1157,26,673,140,1042,8,805,2,,,,,,,,,,,,,,,
23-Aug-15,7,1,8,1382,1346,1,1129,30,1134,27,689,121,1006,6,765,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
